SYNSET_ID	TEXT	PARENTS	PARENT_TEXTS
117785-V	ОТСТАИВАТЬ, ОТСТОЯТЬ ОТ ПОСЯГАТЕЛЬСТВ, ОТСТОЯТЬ	['106597-V', '106595-V']	['НЕСТИ ОХРАНУ, ОХРАНЯТЬ', 'ОБЕРЕГАТЬСЯ, БЕРЕЧЬ, ПОБЕРЕЧЬ, ОБЕРЕГАТЬ, ЗАЩИЩАТЬ, ЗАЩИТИТЬ, ХРАНИТЬ, ОБЕРЕЧЬ, ВЗЯТЬ ПОД ЗАЩИТУ, БРАТЬ ПОД ЗАЩИТУ, БЛЮСТИ']
124023-V	ЗАЩИТИТЬ ИНФОРМАЦИЮ	['106597-V', '106595-V']	['НЕСТИ ОХРАНУ, ОХРАНЯТЬ', 'ОБЕРЕГАТЬСЯ, БЕРЕЧЬ, ПОБЕРЕЧЬ, ОБЕРЕГАТЬ, ЗАЩИЩАТЬ, ЗАЩИТИТЬ, ХРАНИТЬ, ОБЕРЕЧЬ, ВЗЯТЬ ПОД ЗАЩИТУ, БРАТЬ ПОД ЗАЩИТУ, БЛЮСТИ']
129578-V	ЩАДИТЬ, ЖАЛЕТЬ, ПОЖАЛЕТЬ, ПОЩАДИТЬ	['106597-V', '106595-V']	['НЕСТИ ОХРАНУ, ОХРАНЯТЬ', 'ОБЕРЕГАТЬСЯ, БЕРЕЧЬ, ПОБЕРЕЧЬ, ОБЕРЕГАТЬ, ЗАЩИЩАТЬ, ЗАЩИТИТЬ, ХРАНИТЬ, ОБЕРЕЧЬ, ВЗЯТЬ ПОД ЗАЩИТУ, БРАТЬ ПОД ЗАЩИТУ, БЛЮСТИ']
137180-V	ИЗОЛИРОВАТЬ, ПОКРЫТЬ ИЗОЛЯЦИЕЙ	['106597-V', '106595-V']	['НЕСТИ ОХРАНУ, ОХРАНЯТЬ', 'ОБЕРЕГАТЬСЯ, БЕРЕЧЬ, ПОБЕРЕЧЬ, ОБЕРЕГАТЬ, ЗАЩИЩАТЬ, ЗАЩИТИТЬ, ХРАНИТЬ, ОБЕРЕЧЬ, ВЗЯТЬ ПОД ЗАЩИТУ, БРАТЬ ПОД ЗАЩИТУ, БЛЮСТИ']
137180-V	ИЗОЛИРОВАТЬ, ПОКРЫТЬ ИЗОЛЯЦИЕЙ	['146751-V', '107326-V', '107325-V']	['ОБРАБАТЫВАТЬ ПОВЕРХНОСТЬ, ОБРАБОТАТЬ ПОВЕРХНОСТЬ, ПРОЙТИСЬ ПО ПОВЕРХНОСТИ', 'КЛАСТЬ, КЛАСТЬ НА ПОВЕРХНОСТЬ, ПОЛОЖИТЬ НА ПОВЕРХНОСТЬ, ПОЛОЖИТЬ', 'ПОКРЫТЬ, НАКЛАДЫВАТЬ СЛОЙ, НАЛОЖИТЬ СЛОЙ, ПОКРЫВАТЬ ПОВЕРХНОСТЬ, ПОКРЫВАТЬ, ПОКРЫТЬ ПОВЕРХНОСТЬ']
117470-V	КИЧИТЬСЯ, ЧВАНИТЬСЯ	['113119-V', '134714-V', '117968-V', '116115-V']	['ЗАПУДРИТЬ МОЗГИ, ПУДРИТЬ МОЗГИ, ПОВЕСИТЬ ЛАПШУ НА УШИ, ОСТАВИТЬ С НОСОМ, ОБМАНЫВАТЬ, ОБМАНУТЬ, НАВЕШАТЬ НА УШИ, НАВЕСИТЬ ЛАПШУ НА УШИ, ВОКРУГ ПАЛЬЦА ОБВЕСТИ, ВОДИТЬ ЗА НОС, ВЕШАТЬСЯ НА УШИ, ВЕШАТЬ ЛАПШУ НА УШИ, ВЕШАТЬ ЛАПШУ, ВВОДИТЬ В ЗАБЛУЖДЕНИЕ, ВВЕСТИ В ЗАБЛУЖДЕНИЕ', 'ВНУШИТЬ СЕБЕ, ВНУШАТЬ СЕБЕ', 'ВОЗНЕСТИСЬ, ЗАНЕСТИСЬ, ЗАЗНАТЬСЯ, ЗАЗНАВАТЬСЯ, ЗАДАВАТЬСЯ, ЗАГОРДИТЬСЯ, ВООБРАЖАТЬ СЕБЯ, ВООБРАЖАТЬ, ВОЗОМНИТЬ СЕБЯ, ВОЗОМНИТЬ О СЕБЕ, ВОЗОМНИТЬ, ВОЗНОСИТЬСЯ, ВОЗГОРДИТЬСЯ, НАДУТЬСЯ ОТ ВАЖНОСТИ, НАДУТЬСЯ, НАДУВАТЬСЯ ОТ ВАЖНОСТИ, МНИТЬ СЕБЯ, МНИТЬ О СЕБЕ, МНИТЬ МНОГО О СЕБЕ, МНИТЬ ВЫСОКО О СЕБЕ, МНИТЬ, ЗАНОСИТЬСЯ', 'УТРИРОВАТЬ, ПРЕУВЕЛИЧИТЬ, СГУСТИТЬ КРАСКИ, ПРЕУВЕЛИЧИВАТЬ']
118707-V	СКАЛЬКИРОВАТЬ, СКОПИРОВАТЬ НА КАЛЬКУ, КОПИРОВАТЬ НА КАЛЬКУ, КАЛЬКИРОВАТЬ	['111619-V', '110447-V']	['СКОПИРОВАТЬ, ДЕЛАТЬ КОПИЮ, КОПИРОВАТЬ, СДЕЛАТЬ КОПИЮ, СНИМАТЬ КОПИЮ, СНЯТЬ КОПИЮ', 'ВОСПРОИЗВОДИТЬ, ВОСПРОИЗВЕСТИ']
112430-V	ПРОЛАМЫВАТЬ, ПРОЛОМАТЬ, ПРОЛОМИТЬ	['111853-V', '112429-V']	['ПРОДЕЛАТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИВАТЬ, ПРОДЕЛЫВАТЬ ОТВЕРСТИЕ, ПРОДЕЛЫВАТЬ, ПРОДЕЛАТЬ, СДЕЛАТЬ ОТВЕРСТИЕ, ДЕЛАТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИТЬ', 'ПРОБИВАТЬ, ПРОШИБИТЬ, ПРОШИБАТЬ, ПРОСАДИТЬ, ПРОБИТЬ, ПРОСАЖИВАТЬ']
112747-V	ПРОРУБИТЬ ОТВЕРСТИЕ, ПРОСЕКАТЬ, ПРОРУБИТЬ, ВЫРУБАТЬСЯ, ВЫРУБИТЬ ОТВЕРСТИЕ, ВЫРУБИТЬ, ВЫРУБАТЬ, ПРОРУБАТЬ, ПРОСЕЧЬ	['111853-V', '112429-V']	['ПРОДЕЛАТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИВАТЬ, ПРОДЕЛЫВАТЬ ОТВЕРСТИЕ, ПРОДЕЛЫВАТЬ, ПРОДЕЛАТЬ, СДЕЛАТЬ ОТВЕРСТИЕ, ДЕЛАТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИТЬ', 'ПРОБИВАТЬ, ПРОШИБИТЬ, ПРОШИБАТЬ, ПРОСАДИТЬ, ПРОБИТЬ, ПРОСАЖИВАТЬ']
115742-V	ОТПЕРФОРИРОВАТЬ, ПЕРФОРИРОВАТЬ	['111853-V', '112429-V']	['ПРОДЕЛАТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИВАТЬ, ПРОДЕЛЫВАТЬ ОТВЕРСТИЕ, ПРОДЕЛЫВАТЬ, ПРОДЕЛАТЬ, СДЕЛАТЬ ОТВЕРСТИЕ, ДЕЛАТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИТЬ', 'ПРОБИВАТЬ, ПРОШИБИТЬ, ПРОШИБАТЬ, ПРОСАДИТЬ, ПРОБИТЬ, ПРОСАЖИВАТЬ']
116762-V	ПРОСТРЕЛИТЬ ОТВЕРСТИЕ, ПРОСТРЕЛИТЬ, ПРОСТРЕЛИВАТЬ	['111853-V', '112429-V']	['ПРОДЕЛАТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИВАТЬ, ПРОДЕЛЫВАТЬ ОТВЕРСТИЕ, ПРОДЕЛЫВАТЬ, ПРОДЕЛАТЬ, СДЕЛАТЬ ОТВЕРСТИЕ, ДЕЛАТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИТЬ ОТВЕРСТИЕ, ВЫСВЕРЛИТЬ', 'ПРОБИВАТЬ, ПРОШИБИТЬ, ПРОШИБАТЬ, ПРОСАДИТЬ, ПРОБИТЬ, ПРОСАЖИВАТЬ']
117022-V	ХАРКНУТЬ, ХАРКАТЬ, ВЫХАРКИВАТЬ, ОТХАРКИВАТЬ, ВЫХАРКАТЬ, ОТХАРКНУТЬ, ВЫХАРКНУТЬ, ОТХАРКАТЬ	['150231-V', '116971-V']	['ИСТОРГНУТЬ, ВЫБРАСЫВАТЬ ИЗ СЕБЯ, ВЫБРОСИТЬ ИЗ СЕБЯ, ИЗВЕРГНУТЬ, ИЗВЕРГАТЬ, ИЗРЫГНУТЬ, ИЗРЫГАТЬ, ВЫПУСКАТЬ ИЗ СЕБЯ, ИСТОРГАТЬ, ВЫПУСТИТЬ ИЗ СЕБЯ', 'СПЛЕВЫВАТЬ, ВЫПЛЕВЫВАТЬ, ВЫПЛЮНУТЬ, ДЕЛАТЬ ПЛЕВОК, ОТПЛЕВАТЬСЯ, ОТПЛЕВЫВАТЬСЯ, ПЛЕВАТЬ, ПЛЕВАТЬСЯ, ПЛЮНУТЬ, ПОПЛЕВЫВАТЬ, СДЕЛАТЬ ПЛЕВОК, СПЛЮНУТЬ']
120209-V	ЗАСАЖИВАТЬ, ЗАСАДИТЬ	['114805-V', '111189-V']	['ВСАЖИВАТЬ, ВТЫКАТЬ, ВСАДИТЬ, ВОТКНУТЬ', 'ВВОДИТЬ ВНУТРЬ, ВВОДИТЬ, ВВЕСТИ ВНУТРЬ, ВВЕСТИ']
126233-V	ЗАНОЗИТЬ, ВСАДИТЬ ЗАНОЗУ	['114805-V', '111189-V']	['ВСАЖИВАТЬ, ВТЫКАТЬ, ВСАДИТЬ, ВОТКНУТЬ', 'ВВОДИТЬ ВНУТРЬ, ВВОДИТЬ, ВВЕСТИ ВНУТРЬ, ВВЕСТИ']
114996-V	ВКИНУТЬ, ВКИДЫВАТЬ, ВБРОСИТЬ, ВБРАСЫВАТЬ, БРОСИТЬ ВНУТРЬ	['106938-V', '111022-V']	['ПЕРЕМЕЩАТЬ, ПЕРЕМЕСТИТЬ', 'КИНУТЬ, НАБРАСЫВАТЬ, НАБРОСАТЬ, ПЕРЕКИДАТЬ, ПЕРЕБРОСАТЬ, ПОБРОСАТЬ, ПОКИДАТЬ, ПУЛЬНУТЬ, ПУЛЯТЬ, ШВЫРНУТЬ, ШВЫРЯТЬ, БРОСАТЬ, БРОСИТЬ, КИДАТЬ']
115650-V	ПЕРЕБРОСИТЬ, ПЕРЕБРАСЫВАТЬСЯ, ПЕРЕКИДЫВАТЬ, ПЕРЕБРАСЫВАТЬ, ПЕРЕКИНУТЬ	['106938-V', '111022-V']	['ПЕРЕМЕЩАТЬ, ПЕРЕМЕСТИТЬ', 'КИНУТЬ, НАБРАСЫВАТЬ, НАБРОСАТЬ, ПЕРЕКИДАТЬ, ПЕРЕБРОСАТЬ, ПОБРОСАТЬ, ПОКИДАТЬ, ПУЛЬНУТЬ, ПУЛЯТЬ, ШВЫРНУТЬ, ШВЫРЯТЬ, БРОСАТЬ, БРОСИТЬ, КИДАТЬ']
116671-V	ЗАБРОСИТЬ, ЗАШВЫРНУТЬ, ЗАШВЫРИВАТЬ, ЗАКИНУТЬ, ЗАБРАСЫВАТЬ, ЗАКИДЫВАТЬ	['106938-V', '111022-V']	['ПЕРЕМЕЩАТЬ, ПЕРЕМЕСТИТЬ', 'КИНУТЬ, НАБРАСЫВАТЬ, НАБРОСАТЬ, ПЕРЕКИДАТЬ, ПЕРЕБРОСАТЬ, ПОБРОСАТЬ, ПОКИДАТЬ, ПУЛЬНУТЬ, ПУЛЯТЬ, ШВЫРНУТЬ, ШВЫРЯТЬ, БРОСАТЬ, БРОСИТЬ, КИДАТЬ']
117400-V	БРОСИТЬ ДРУГ ДРУГУ, ПЕРЕБРОСИТЬСЯ, ПЕРЕБРАСЫВАТЬСЯ, ПЕРЕБРАСЫВАТЬ ДРУГ ДРУГУ, КИДАТЬСЯ ДРУГ В ДРУГА, КИДАТЬСЯ, БРОСАТЬСЯ, БРОСАТЬ ДРУГ ДРУГУ, БРОСАТЬ ДРУГ В ДРУГА, ШВЫРЯТЬСЯ, ПЕРЕКИДЫВАТЬСЯ	['106938-V', '111022-V']	['ПЕРЕМЕЩАТЬ, ПЕРЕМЕСТИТЬ', 'КИНУТЬ, НАБРАСЫВАТЬ, НАБРОСАТЬ, ПЕРЕКИДАТЬ, ПЕРЕБРОСАТЬ, ПОБРОСАТЬ, ПОКИДАТЬ, ПУЛЬНУТЬ, ПУЛЯТЬ, ШВЫРНУТЬ, ШВЫРЯТЬ, БРОСАТЬ, БРОСИТЬ, КИДАТЬ']
121545-V	ПРИГРЕТЬ, ПРИГРЕВАТЬ	['116097-V', '117449-V']	['СОГРЕВАТЬ, СОГРЕТЬ', 'ОТОГРЕТЬ, ОБОГРЕВАТЬ, ОБОГРЕТЬ, ОТОГРЕВАТЬ']
125870-V	ВЫРВАТЬСЯ, ВЫРЫВАТЬСЯ	['111329-V', '117912-V', '120905-V']	['ЯВЛЯТЬСЯ ВЗОРУ, ЯВЛЯТЬСЯ НА ГЛАЗА, ЯВИТЬСЯ НА ГЛАЗА, ЯВИТЬСЯ ВЗОРУ, ЯВИТЬСЯ, ПОЯВЛЯТЬСЯ НА ГЛАЗА, ПОЯВЛЯТЬСЯ, ПОЯВИТЬСЯ ПЕРЕД ГЛАЗАМИ, ПОЯВИТЬСЯ НА ГЛАЗА, ПОЯВИТЬСЯ, ПОКАЗАТЬСЯ, ПОКАЗАТЬСЯ НА ГЛАЗА, ПОКАЗЫВАТЬСЯ', 'СМАТЫВАТЬСЯ, УБРАТЬСЯ, УБИРАТЬСЯ, РЕТИРОВАТЬСЯ, УЙТИ, УХОДИТЬ, СМОТАТЬСЯ', 'ВЫЙТИ, ВЫХОДИТЬ']
139665-V	ТОЛПА ВЫВАЛИВАЕТ, ВЫВАЛИВАТЬ, ВЫВАЛИВАТЬСЯ, ВЫСЫПАТЬ ТОЛПОЙ, ВЫСЫПАТЬ, ВЫВАЛИТЬ, ВЫВАЛИТЬСЯ, ВЫВАЛИТЬ ТОЛПОЙ	['111329-V', '117912-V', '120905-V']	['ЯВЛЯТЬСЯ ВЗОРУ, ЯВЛЯТЬСЯ НА ГЛАЗА, ЯВИТЬСЯ НА ГЛАЗА, ЯВИТЬСЯ ВЗОРУ, ЯВИТЬСЯ, ПОЯВЛЯТЬСЯ НА ГЛАЗА, ПОЯВЛЯТЬСЯ, ПОЯВИТЬСЯ ПЕРЕД ГЛАЗАМИ, ПОЯВИТЬСЯ НА ГЛАЗА, ПОЯВИТЬСЯ, ПОКАЗАТЬСЯ, ПОКАЗАТЬСЯ НА ГЛАЗА, ПОКАЗЫВАТЬСЯ', 'СМАТЫВАТЬСЯ, УБРАТЬСЯ, УБИРАТЬСЯ, РЕТИРОВАТЬСЯ, УЙТИ, УХОДИТЬ, СМОТАТЬСЯ', 'ВЫЙТИ, ВЫХОДИТЬ']
143609-V	ВЫХОДИТЬ ВПЕРЕД, ВЫЙТИ ВПЕРЕД, ВЫСТУПАТЬ, ВЫСТУПАТЬ ВПЕРЕД, ВЫСТУПИТЬ, ВЫСТУПИТЬ ВПЕРЕД	['111329-V', '117912-V', '120905-V']	['ЯВЛЯТЬСЯ ВЗОРУ, ЯВЛЯТЬСЯ НА ГЛАЗА, ЯВИТЬСЯ НА ГЛАЗА, ЯВИТЬСЯ ВЗОРУ, ЯВИТЬСЯ, ПОЯВЛЯТЬСЯ НА ГЛАЗА, ПОЯВЛЯТЬСЯ, ПОЯВИТЬСЯ ПЕРЕД ГЛАЗАМИ, ПОЯВИТЬСЯ НА ГЛАЗА, ПОЯВИТЬСЯ, ПОКАЗАТЬСЯ, ПОКАЗАТЬСЯ НА ГЛАЗА, ПОКАЗЫВАТЬСЯ', 'СМАТЫВАТЬСЯ, УБРАТЬСЯ, УБИРАТЬСЯ, РЕТИРОВАТЬСЯ, УЙТИ, УХОДИТЬ, СМОТАТЬСЯ', 'ВЫЙТИ, ВЫХОДИТЬ']
116796-V	УГОРЕТЬ, УГОРАТЬ, ОТРАВИТЬСЯ УГАРОМ	['3406-V', '111612-V', '111615-V', '4780-V']	['ВРЕДИТЬ ЗДОРОВЬЮ, САЖАТЬ ЗДОРОВЬЕ, ПОСАДИТЬ ЗДОРОВЬЕ, ПОВРЕДИТЬ ЗДОРОВЬЕ, ЛИШИТЬСЯ ЗДОРОВЬЯ', 'ПЕРЕЙТИ В ИНОЙ МИР, ИСПУСТИТЬ ДУХ, ЗАСНУТЬ ПОСЛЕДНИМ СНОМ, УМЕРЕТЬ, УМИРАТЬ, УПОКОИТЬСЯ, УСНУТЬ ВЕЧНЫМ СНОМ, УСНУТЬ ПОСЛЕДНИМ СНОМ, УХОДИТЬ ИЗ ЖИЗНИ, ЖИЗНЬ ОБОРВАЛАСЬ, ЗАСНУТЬ ВЕЧНЫМ СНОМ, ЗАГНУТЬСЯ, ЗАГИБАТЬСЯ, НАЙТИ СЕБЕ СМЕРТЬ, ОБОРВАЛАСЬ ЖИЗНЬ, ОКОЧУРИВАТЬСЯ, ОКОЧУРИТЬСЯ, КОНЧИТЬ ЖИЗНЬ, КОНЧАТЬ ЖИЗНЬ, ОТБРОСИТЬ КОПЫТА, ОТДАТЬ БОГУ ДУШУ, ОТКИНУТЬ КОПЫТА, ОТПРАВИТЬСЯ К ПРАОТЦАМ, НАЙТИ СЕБЕ МОГИЛУ, ПЕРЕЙТИ В МИР ИНОЙ, ПОГИБНУТЬ, ПОМЕРЕТЬ, ПОМИРАТЬ, ПОУМИРАТЬ, ПОЧИТЬ, ПОЧИТЬ ВЕЧНЫМ СНОМ, ПОЧИТЬ НАВЕКИ, ПРИНИМАТЬ СМЕРТЬ, ПРИНЯТЬ СМЕРТЬ, СКОНЧАТЬСЯ, СЫГРАТЬ В ЯЩИК, УЙТИ В МИР ИНОЙ, УЙТИ ИЗ ЖИЗНИ', 'СКРУТИТЬ БОЛЕЗНЬЮ, ЗАХВОРАТЬ, ПОДХВАТИТЬ БОЛЕЗНЬ, ПОДХВАТЫВАТЬ БОЛЕЗНЬ, ПОЛУЧИТЬ БОЛЕЗНЬ, ЗАБОЛЕВАТЬ, ЗАБОЛЕТЬ, ЗАБОЛЕТЬ БОЛЕЗНЬЮ, ЗАНЕМОЧЬ', 'ОТРАВИТЬСЯ, ОТРАВЛЯТЬСЯ']
116736-V	ВЫПРАВИТЬ, ВЫПРАВЛЯТЬ	['111931-V', '113825-V']	['ВЫРАВНИВАТЬ ПОВЕРХНОСТЬ, ВЫРОВНЯТЬ ПОВЕРХНОСТЬ, РОВНЯТЬ, СРАВНИВАТЬ, УРОВНЯТЬ, ВЫРОВНЯТЬ, УРАВНИВАТЬ, СРОВНЯТЬ, ВЫРАВНИВАТЬ', 'ВЫПРЯМИТЬ, РАСПРЯМЛЯТЬ, ВЫПРЯМЛЯТЬ, СПРЯМЛЯТЬ, СПРЯМИТЬ, РАСПРЯМИТЬ']
120375-V	СВОРОТИТЬ, СВОРОТИТЬ С МЕСТА, СВОРАЧИВАТЬ	['111596-V', '132760-V']	['ПЕРЕДВИНУТЬ, ДВИНУТЬ, ПЕРЕДВИГАТЬ, ПРИВОДИТЬ В ДВИЖЕНИЕ, ДВИГАТЬ, ПРИВЕСТИ В ДВИЖЕНИЕ', 'СДВИГАТЬ С МЕСТА, ПОДВИГАТЬ, СДВИНУТЬ, СДВИНУТЬ С МЕСТА, СДВИГАТЬ, ПОДВИНУТЬ']
116343-V	РАСПАКОВАТЬ, РАСПАКОВЫВАТЬ, ОСВОБОДИТЬ ОТ УПАКОВКИ	['108870-V', '121100-V']	['ОТДАЛИТЬ, ОТДАЛЯТЬ, УДАЛИТЬ, УДАЛЯТЬ', 'ОСВОБОДИТЬ, ОСВОБОЖДАТЬ']
114977-V	ЗАБИТЬ, ЗАБИВАТЬ, ЗАБИТЬ ГЛУБОКО, ЗАГНАТЬ, ЗАГОНЯТЬ	['114976-V', '114805-V']	['ВДОЛБИТЬ, ВБИТЬ, ВБИВАТЬ, ВГОНЯТЬ, ВДАЛБЛИВАТЬ, ВКОЛАЧИВАТЬ, ВКОЛОТИТЬ, ВОГНАТЬ, НАБИВАТЬ, НАБИТЬ, НАКОЛАЧИВАТЬ, НАКОЛОТИТЬ', 'ВСАЖИВАТЬ, ВТЫКАТЬ, ВСАДИТЬ, ВОТКНУТЬ']
116676-V	ЗАКЛИНИВАТЬ, ЗАКЛИНИТЬ	['114976-V', '114805-V']	['ВДОЛБИТЬ, ВБИТЬ, ВБИВАТЬ, ВГОНЯТЬ, ВДАЛБЛИВАТЬ, ВКОЛАЧИВАТЬ, ВКОЛОТИТЬ, ВОГНАТЬ, НАБИВАТЬ, НАБИТЬ, НАКОЛАЧИВАТЬ, НАКОЛОТИТЬ', 'ВСАЖИВАТЬ, ВТЫКАТЬ, ВСАДИТЬ, ВОТКНУТЬ']
126399-V	ЗАКАМУФЛИРОВАТЬ, КАМУФЛИРОВАТЬ	['117840-V', '126398-V']	['УКРЫТЬ, ЗАПРЯТАТЬ, ЗАПРЯТЫВАТЬ, ПОПРЯТАТЬ, ПРИПРЯТАТЬ, ПРИПРЯТЫВАТЬ, ПРЯТАТЬ, СКРЫВАТЬ, СКРЫТЬ, СОКРЫТЬ, СПРЯТАТЬ, СХОРОНИТЬ, УКРЫВАТЬ, УПРЯТАТЬ, УПРЯТЫВАТЬ, УТАИВАТЬ, УТАИТЬ', 'ЗАМАСКИРОВАТЬ, МАСКИРОВАТЬСЯ, МАСКИРОВАТЬ, ЗАМАСКИРОВАТЬСЯ']
8347-V	САМОЛЕТ УПАЛ	['112155-V', '130453-V']	['КАНУТЬ В ПРОШЛОЕ, ИСЧЕЗАТЬ, УТРАЧИВАТЬСЯ, УТРАТИТЬСЯ, ПЕРЕСТАТЬ СУЩЕСТВОВАТЬ, КАНУТЬ В ВЕЧНОСТЬ, ИСЧЕЗНУТЬ', 'ГИБНУТЬ, ПРИЙТИ КАЮК, ПРИДТИ КАЮК, ПОГИБНУТЬ, ПОГИБАТЬ, НАСТАЛ КАЮК']
8347-V	САМОЛЕТ УПАЛ	['154643-V']	['ПОТЕРПЕТЬ КРУШЕНИЕ']
120296-V	РАССТРОИТЬ, РАССТРАИВАТЬ, РАССТРОИТЬ СТРОЙ	['106665-V', '118041-V']	['НАРУШИТЬ, НАРУШИТЬ СОСТОЯНИЕ, НАРУШАТЬ, НАРУШИТЬ ХОД, НАРУШАТЬ СОСТОЯНИЕ', 'ПОЛОМАТЬ, ВНОСИТЬ РАССТРОЙСТВО, ВНЕСТИ РАССТРОЙСТВО, РАССТРОИТЬ, РАССТРАИВАТЬ']
148800-V	ПРЕВЫШАТЬ СКОРОСТЬ, ПРЕВЫСИТЬ СКОРОСТЬ	['139114-V', '647-V']	['НАРУШАТЬ ПРАВИЛА ДОРОЖНОГО ДВИЖЕНИЯ', 'ПРАВОНАРУШАЮЩИЙ, ПЕРЕСТУПИТЬ ЗАКОН, ПЕРЕСТУПАТЬ ЗАКОН, ПРЕСТУПИТЬ ЗАКОН, СОДЕЯННЫЙ, НАРУШИТЬ ЗАКОН, НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО, НАРУШАТЬ ЗАКОН, ЗАКОН НЕ ПИСАН']
139105-V	ПЛАТИТЬ НАТУРОЙ, РАСПЛАТИТЬСЯ НАТУРОЙ	['148420-V', '147768-V', '1265-V']	['ОТНОСИТЬСЯ, СОСТОЯТЬ В ОТНОШЕНИЯХ', 'ВЫПЛАЧИВАТЬ, РАСЧЕСТЬСЯ, ПРОИЗВЕСТИ ВЫПЛАТУ, ОСУЩЕСТВЛЯТЬ РАСЧЕТЫ, РАССЧИТАТЬСЯ, ВЫПЛАТИТЬ, РАССЧИТЫВАТЬСЯ, ПРОИЗВОДИТЬ ВЫПЛАТУ, РАСПЛАТИТЬСЯ, РАСПЛАЧИВАТЬСЯ', 'ОПЛАЧИВАТЬ ТРУД, ПЛАТИТЬ ЗА РАБОТУ, ПЛАТИТЬ ЗА ТРУД, ОПЛАТИТЬ РАБОТУ, ОПЛАТИТЬ ТРУД, ОПЛАЧИВАТЬ РАБОТУ']
148408-V	ПЛАТИТЬ КОПЕЙКИ, ПОЛУЧАТЬ ГРОШИ, ПЛАТИТЬ ГРОШИ	['148420-V', '147768-V', '1265-V']	['ОТНОСИТЬСЯ, СОСТОЯТЬ В ОТНОШЕНИЯХ', 'ВЫПЛАЧИВАТЬ, РАСЧЕСТЬСЯ, ПРОИЗВЕСТИ ВЫПЛАТУ, ОСУЩЕСТВЛЯТЬ РАСЧЕТЫ, РАССЧИТАТЬСЯ, ВЫПЛАТИТЬ, РАССЧИТЫВАТЬСЯ, ПРОИЗВОДИТЬ ВЫПЛАТУ, РАСПЛАТИТЬСЯ, РАСПЛАЧИВАТЬСЯ', 'ОПЛАЧИВАТЬ ТРУД, ПЛАТИТЬ ЗА РАБОТУ, ПЛАТИТЬ ЗА ТРУД, ОПЛАТИТЬ РАБОТУ, ОПЛАТИТЬ ТРУД, ОПЛАЧИВАТЬ РАБОТУ']
137416-V	ВЗГЛЯНУТЬ, ГЛЯДЕТЬ, СМОТРЕТЬ, ПОГЛЯДЕТЬ, ПОСМОТРЕТЬ	['134873-V', '115033-V']	['ОТНЕСТИСЬ, ПОДОЙТИ, ОТНОСИТЬСЯ, ПОДХОДИТЬ', 'ДАВАТЬ ОЦЕНКУ, СУДИТЬ, ОЦЕНИТЬ, ОЦЕНИВАТЬ, ДАТЬ ОЦЕНКУ, АТТЕСТОВАТЬ']
118479-V	РАЗОРВАТЬ, РАЗРЫВАТЬ, РАЗОРВАТЬ ИЗНУТРИ, РАЗРЫВАТЬ ИЗНУТРИ	['116434-V', '111950-V']	['ПОДНИМАТЬ НА ВОЗДУХ, ВЗОРВАТЬ, ВЗРЫВАТЬ, РВАТЬ, РВАНУТЬ, РАЗРУШИТЬ ВЗРЫВОМ, РАЗРУШАТЬ ВЗРЫВОМ, ПРОИЗВОДИТЬ ВЗРЫВ, ПРОИЗВЕСТИ ВЗРЫВ, ПОДРЫВАТЬ, ПОДОРВАТЬ, ПОДНЯТЬ НА ВОЗДУХ', 'РАЗРУШАТЬ, КРУШИТЬ, РАЗРУШИТЬ ФИЗИЧЕСКИ, РАЗРУШИТЬ']
115678-V	ПРИКРЫТЬСЯ, ПРИТВОРЯТЬСЯ, ПРИТВОРИТЬСЯ, ПРИКРЫВАТЬСЯ	['115677-V', '106888-V']	['ЗАКРЫВАТЬСЯ, ЗАКРЫТЬСЯ, ЗАТВОРИТЬСЯ, ЗАТВОРЯТЬСЯ', 'ОБРАЩАТЬ, ОБРАТИТЬ, ПОВЕРНУТЬ, ПОВЕРТЫВАТЬ, ПОВОРАЧИВАТЬ, ИЗМЕНИТЬ ПОЛОЖЕНИЕ']
116229-V	ЗАХЛОПНУТЬСЯ, ЗАХЛОПЫВАТЬСЯ	['115677-V', '106888-V']	['ЗАКРЫВАТЬСЯ, ЗАКРЫТЬСЯ, ЗАТВОРИТЬСЯ, ЗАТВОРЯТЬСЯ', 'ОБРАЩАТЬ, ОБРАТИТЬ, ПОВЕРНУТЬ, ПОВЕРТЫВАТЬ, ПОВОРАЧИВАТЬ, ИЗМЕНИТЬ ПОЛОЖЕНИЕ']
