SYNSET_ID	TEXT	PARENTS	DEFINITION
121497-V	РАСЧИЩАТЬ,РАСЧИСТИТЬ	114441-V,121100-V	очищать, освобождать от чего-либо засоряющего, загромождающего, мешающего
144586-V	ОБНУЛЯТЬ,ОБНУЛИТЬ	114441-V,121100-V	приравнивание чего-либо нулю; присваивание нулевого значения чему-либо
116798-V	АНГАЖИРОВАТЬ	137297-V,106818-V	
149909-V	СДЕРЖАТЬСЯ,СДЕРЖИВАТЬСЯ	134796-V,106817-V,111943-V	
113658-V	ВЫЖЕЧЬ,ВЫЖИГАТЬ,ПРОЖЕЧЬ,ПРОЖИГАТЬ	113657-V,111853-V	
116286-V	ИЗРЕШЕТИТЬ,ИЗРЕШЕЧИВАТЬ	113657-V,111853-V	
116286-V	ИЗРЕШЕТИТЬ,ИЗРЕШЕЧИВАТЬ	107325-V,107326-V,146751-V	
137122-V	СОСКОЛЬЗНУТЬ,СОСКАЛЬЗЫВАТЬ	121474-V,106682-V	
114922-V	ИЗОРВАТЬ,ИЗОДРАТЬ	107416-V,107410-V	
115538-V	НАДОРВАТЬ,НАДРЫВАТЬ	107416-V,107410-V	разрывать что-либо не до конца (сверху или с краю)
120750-V	ЗАДИРАТЬ,ЗАДРАТЬ,ТЕРЗАТЬ,РАСТЕРЗЫВАТЬ,РАСТЕРЗАТЬ	107416-V,107410-V	рвать, раздирать на части, на куски (зубами, когтями и т. п.)
117686-V	ОБШИТЬ,ОБШИВАТЬ	110801-V,106495-V	
135301-V	ОПРОТЕСТОВАТЬ,ОПРОТЕСТОВЫВАТЬ	127308-V,106880-V	
114589-V	ВСКОЧИТЬ,ЗАПРЫГНУТЬ,ПОВСКАКИВАТЬ,ВСКАКИВАТЬ,ЗАСКАКИВАТЬ,ВСПРЫГИВАТЬ,ВСПРЫГНУТЬ,ЗАСКОЧИТЬ,ЗАПРЫГИВАТЬ	116585-V,111845-V	скачком (скачками) проникнуть куда-либо, вскочить на что-либо; запрыгнуть
114589-V	ВСКОЧИТЬ,ЗАПРЫГНУТЬ,ПОВСКАКИВАТЬ,ВСКАКИВАТЬ,ЗАСКАКИВАТЬ,ВСПРЫГИВАТЬ,ВСПРЫГНУТЬ,ЗАСКОЧИТЬ,ЗАПРЫГИВАТЬ	107454-V,106587-V	скачком (скачками) проникнуть куда-либо, вскочить на что-либо; запрыгнуть
150069-V	ОБОЗРЕВАТЬ,ОБОЗРЕТЬ	106898-V,106710-V,115033-V	исследовать, рассмотреть (в речи, статье и т.п.)
151256-V	УЖАСАТЬСЯ,УЖАСНУТЬСЯ	117162-V,117141-V	
151256-V	УЖАСАТЬСЯ,УЖАСНУТЬСЯ	106680-V	
129105-V	СМЫТЬСЯ,УЛИЗНУТЬ,СМЫВАТЬСЯ,СКРЫТЬСЯ,СКРЫВАТЬСЯ	117912-V,115136-V,111045-V	Улизнуть, быстро убежать, скрыться
115991-V	ОТЛОЖИТЬСЯ	114723-V,116105-V,111085-V	
116272-V	ПОУЛЕЧЬСЯ,УЛЕЧЬСЯ	114723-V,116105-V,111085-V	
118687-V	ОПОЛЗТИ,ОПЛЫВАТЬ,ОПЛЫТЬ,СПОЛЗТИ,ОПОЛЗАТЬ,СПОЛЗАТЬ,ПОПОЛЗТИ,ПОЛЗТИ	114723-V,116105-V,111085-V	оторвавшись, осев, переместиться вниз
127069-V	НАКИПЕТЬ,НАКИПАТЬ	114723-V,116105-V,111085-V	
127069-V	НАКИПЕТЬ,НАКИПАТЬ	118734-V,115786-V	
124247-V	ПРИЖИМАТЬ,НАПИРАТЬ,НАСЕДАТЬ,ПОТЕСНИТЬ,ПРИЖАТЬ,ТЕСНИТЬ	124246-V,111978-V	тесня, напирая, вплотную придвигать кого-либо к чему-либо
116249-V	ПРУДИТЬ,ЗАПРУДИТЬ	116248-V,119562-V	
137141-V	ПЕРЕКОПАТЬ,ПЕРЕКАПЫВАТЬ	116248-V,119562-V	
133001-V	ОБЖИТЬ,ОБЖИВАТЬ	106674-V,106631-V	
121466-V	СДЕТОНИРОВАТЬ,ДЕТОНИРОВАТЬ	3758-V,118380-V	
7616-V	РЕКОГНОСЦИРОВАТЬ	106901-V,106902-V	
7616-V	РЕКОГНОСЦИРОВАТЬ	111094-V,106587-V	
7616-V	РЕКОГНОСЦИРОВАТЬ	7614-V,106501-V	
110661-V	ДОСМАТРИВАТЬ,ДОСМОТРЕТЬ	106901-V,106902-V	производить проверочный осмотр
112802-V	ЗОНДИРОВАТЬ	106901-V,106902-V	
128442-V	ПРОЧЕСЫВАТЬ,ПРОЧЕСАТЬ	106901-V,106902-V	тщательно осмотреть, обследовать какую-либо местность с целью обнаружения кого-либо, чего-либо
111961-V	ПРИКАЛЫВАТЬ,ПРИКОЛОТЬ,КОЛОТЬ,ЗАКОЛОТЬ,ЗАКАЛЫВАТЬ	111386-V,106483-V,106548-V	убивать, нанося удар (удары) колющим оружием или заострённым предметом
112382-V	ПЕРЕБИВАТЬ,ПЕРЕБИТЬ	111386-V,106483-V,106548-V	поочерёдно убивать всех представителей какой-либо группы
115317-V	УСЫПЛЯТЬ,УСЫПИТЬ	111386-V,106483-V,106548-V	умертвить животное специальным препаратом
116836-V	ДАВИТЬ,РАЗДАВИТЬ	111386-V,106483-V,106548-V	
121141-V	ОТСТРЕЛИТЬ,ОТСТРЕЛИВАТЬ,ОТСТРЕЛЯТЬ	111386-V,106483-V,106548-V	
126256-V	ЗАРУБИТЬ,ЗАРУБАТЬ	111386-V,106483-V,106548-V	
131144-V	ЗАГРЫЗТЬ,ЗАГРЫЗАТЬ	111386-V,106483-V,106548-V	
8713-V	КРОВОТОЧИТЬ	115745-V,111045-V	истечение крови из повреждённых в результате травмы или заболевания кровеносных сосудов
8713-V	КРОВОТОЧИТЬ	3406-V,106665-V	истечение крови из повреждённых в результате травмы или заболевания кровеносных сосудов
115847-V	ГОНЯТЬ	115575-V,112548-V,119751-V	посылать с поручениями, вообще заствлять работать, суетиться
115922-V	ДЕЛЕГИРОВАТЬ	115575-V,112548-V,119751-V	послать (посылать) делегатом, выбрать (выбирать) представителем
127618-V	ПОДСЫЛАТЬ,ЗАСЛАТЬ,ЗАСЫЛАТЬ,ПОДОСЛАТЬ	115575-V,112548-V,119751-V	
133435-V	ОТКОМАНДИРОВЫВАТЬ,ОТКОМАНДИРОВАТЬ,КОМАНДИРОВАТЬ	115575-V,112548-V,119751-V	
117052-V	ПРЕМИРОВАТЬ	109920-V,113220-V,112933-V,109927-V	награждать (наградить) премией
117845-V	ОТЛИЧИТЬ,ОТЛИЧАТЬ	109920-V,113220-V,112933-V,109927-V	наградой выделять из числа других
129519-V	ОТЧЕРЕНКОВАТЬ,ЧЕРЕНКОВАТЬ	123841-V,123844-V	черенковать; выращивание, размножение (растений) при помощи черенков
129519-V	ОТЧЕРЕНКОВАТЬ,ЧЕРЕНКОВАТЬ	127397-V,107417-V,123622-V	черенковать; выращивание, размножение (растений) при помощи черенков
121077-V	РАЗМЕЖЕВАТЬ,МЕЖЕВАТЬ,РАЗМЕЖЕВЫВАТЬ,НАМЕЖЕВЫВАТЬ,НАМЕЖЕВАТЬ	120254-V,107410-V,111944-V	
117002-V	КЛЯНЧИТЬ,ВЫКЛЯНЧИВАТЬ,ВЫКЛЯНЧИТЬ,КАНЮЧИТЬ	116102-V,114934-V,137783-V	
117002-V	КЛЯНЧИТЬ,ВЫКЛЯНЧИВАТЬ,ВЫКЛЯНЧИТЬ,КАНЮЧИТЬ	116735-V,106701-V	
117841-V	ПРИЕДАТЬСЯ,ПРИЕСТЬСЯ	116102-V,114934-V,137783-V	
121214-V	НЫТЬ,ХНЫКАТЬ,СТОНАТЬ,ЗАНЫТЬ,КАНЮЧИТЬ,ПЛАКАТЬСЯ,СКУЛИТЬ,ПОПЛАКАТЬСЯ	116102-V,114934-V,137783-V	надоедливо жаловаться на что-либо; плакаться
121214-V	НЫТЬ,ХНЫКАТЬ,СТОНАТЬ,ЗАНЫТЬ,КАНЮЧИТЬ,ПЛАКАТЬСЯ,СКУЛИТЬ,ПОПЛАКАТЬСЯ	115752-V,106876-V	надоедливо жаловаться на что-либо; плакаться
132721-V	ПРИСКУЧИТЬ,НАСКУЧИТЬ,ПРИСКУЧИВАТЬ	116102-V,114934-V,137783-V	
1240-V	АУДИРОВАТЬ	3513-V,106695-V	независимая экспертиза финансовой отчётности какого-либо предприятия, или учреждения, какой-либо компании, проводимая аудиторами; аудиторская проверка, аудит
1363-V	ЦЕНЗУРИРОВАТЬ,ЦЕНЗУРОВАТЬ	3513-V,106695-V	система государственного надзора за печатью и средствами массовой информации
7752-V	МОНИТОРИТЬ	3513-V,106695-V	постоянное наблюдение за каким-либо процессом с целью изучения его динамики и проверки его соответствия чему-либо
7752-V	МОНИТОРИТЬ	118780-V,3513-V	постоянное наблюдение за каким-либо процессом с целью изучения его динамики и проверки его соответствия чему-либо
137223-V	УЧИТЫВАТЬ,УЧЕСТЬ	3513-V,106695-V	произвести учёт, посчитать что-либо, принять в расчёт, установить путём расчёта, подсчёта
137223-V	УЧИТЫВАТЬ,УЧЕСТЬ	133967-V,106885-V,10179-V	произвести учёт, посчитать что-либо, принять в расчёт, установить путём расчёта, подсчёта
116745-V	ПЕРЕЗАРЯЖАТЬ,ПОДЗАРЯЖАТЬСЯ,ПОДЗАРЯЖАТЬ,ПОДЗАРЯДИТЬСЯ,ПОДЗАРЯДИТЬ,ПЕРЕЗАРЯДИТЬ,ЗАРЯЖАТЬСЯ,ЗАРЯЖАТЬ,ЗАРЯДИТЬСЯ,ЗАРЯДИТЬ	116746-V,106631-V	
121272-V	ИНФИЦИРОВАТЬ,ЗАРАЗИТЬ,ЗАРАЖАТЬ	116746-V,106631-V	
121272-V	ИНФИЦИРОВАТЬ,ЗАРАЗИТЬ,ЗАРАЖАТЬ	116079-V,115675-V	
146682-V	ГРЕТЬ,СОГРЕТЬ,СОГРЕВАТЬ	116746-V,106631-V	делать более тёплым, горячим
150115-V	ДАРИТЬ,ОДЕЛИТЬ,ОДАРИТЬ,ПОДАРИТЬ,ДАРОВАТЬ,ОДАРЯТЬ,ОДЕЛЯТЬ	116746-V,106631-V	наделять (какими-либо свойствами, способностями, умениями и т. п.)
151347-V	ОБИДЕТЬ,ОБДЕЛИТЬ,ОБДЕЛЯТЬ,ОБИЖАТЬ	116746-V,106631-V	наделить какими-либо качествами, способностями и т.п. в недостаточной степени или вообще лишить каких-либо качеств, свойств и т.п.
121550-V	ТАТУИРОВАТЬ,ВЫТАТУИРОВАТЬ	123892-V,107002-V,111881-V	
118589-V	ТОСКОВАТЬ,ИСТОСКОВАТЬСЯ,СТОСКОВАТЬСЯ,ИЗГОЛОДАТЬСЯ	117771-V,117325-V	почувствовать тоску от разлуки с кем-либо, чем-либо
1695-V	ИМПОРТИРОВАТЬ	115355-V,115672-V	ввоз в какую-либо страну товаров из-за границы; противоп. экспорт
1695-V	ИМПОРТИРОВАТЬ	148420-V,144027-V	ввоз в какую-либо страну товаров из-за границы; противоп. экспорт
1695-V	ИМПОРТИРОВАТЬ	1026-V,106501-V	ввоз в какую-либо страну товаров из-за границы; противоп. экспорт
112081-V	ВЫСТРУГАТЬ,СТРУГАТЬ,СТРОГАТЬ,НАСТРУГИВАТЬ,НАСТРУГАТЬ,НАСТРОГАТЬ,НАСТРАГИВАТЬ,ВЫСТРОГАТЬ	112080-V,107412-V,110832-V,112810-V	
111019-V	ВЫСАДИТЬ,ВЫШИБИТЬ,ВЫБИВАТЬ,ВЫШИБАТЬ,ВЫСАЖИВАТЬ,ВЫБИТЬ	110908-V,108870-V	резким толчком, ударом выламывать, удалять что-либо из чего-либо; выбивать
111027-V	ВЫВАЛИВАТЬ,ВЫВАЛИТЬ	110908-V,108870-V	
111874-V	ВЫКУРИВАТЬ,ВЫКУРИТЬ	110908-V,108870-V	
116725-V	ВЫНЕСТИ,ВЫНОСИТЬ,ВЫНОСИТЬСЯ	110908-V,108870-V	неся, переместить наружу, за пределы чего-либо
120790-V	ВЫТЕСНЯТЬ,ВЫТЕСНИТЬ	110908-V,108870-V	силой тяжести, давлением удалять что-либо откуда-либо, замещать своей массой
125807-V	ВЫКАТИТЬ,ВЫКАТЫВАТЬ	110908-V,108870-V	
125835-V	ВЫПИХНУТЬ,ВЫПИХИВАТЬ,ВЫТОЛКАТЬ,ВЫТОЛКНУТЬ,ВЫТАЛКИВАТЬ	110908-V,108870-V	толкая, удалять откуда-либо или заставлять появиться где-либо; выталкивать
125835-V	ВЫПИХНУТЬ,ВЫПИХИВАТЬ,ВЫТОЛКАТЬ,ВЫТОЛКНУТЬ,ВЫТАЛКИВАТЬ	111021-V,110908-V	толкая, удалять откуда-либо или заставлять появиться где-либо; выталкивать
129242-V	ВЫЧЕСАТЬ,ПРОЧЕСАТЬ,ВЫЧЕСЫВАТЬ,СЧЕСЫВАТЬ,СЧЕСАТЬ,ПРОЧЕСЫВАТЬ	110908-V,108870-V	
129242-V	ВЫЧЕСАТЬ,ПРОЧЕСАТЬ,ВЫЧЕСЫВАТЬ,СЧЕСЫВАТЬ,СЧЕСАТЬ,ПРОЧЕСЫВАТЬ	120734-V,111998-V	
130365-V	ВЫДУВАТЬ,ВЫДУТЬ	110908-V,108870-V	
130365-V	ВЫДУВАТЬ,ВЫДУТЬ	107011-V,108870-V	
119173-V	ПОДСМАТРИВАТЬ,ПОДГЛЯДЕТЬ,ПОДСМОТРЕТЬ,ПОДГЛЯДЫВАТЬ	111002-V,106915-V	
138359-V	РАССЧИТАТЬ,РАССЧИТЫВАТЬ	117033-V,117032-V,117034-V	
115055-V	НАСТОЯТЬ,НАСТАИВАТЬ	109109-V,106534-V	приготовить настойку, настой
115700-V	ПАРИТЬ,ТОМИТЬ,ПАРИТЬСЯ	109109-V,106534-V	
111578-V	ЗАКОЛОТИТЬ,ЗАБИТЬ,ЗАКОЛАЧИВАТЬ	111568-V,111375-V,111572-V	закупорить какое-либо отверстие
143014-V	ГЕРМЕТИЗИРОВАТЬСЯ,ГЕРМЕТИЗИРОВАТЬ,ЗАГЕРМЕТИЗИРОВАТЬ	111568-V,111375-V,111572-V	
143128-V	ПРОМАЗЫВАТЬ,ПРОМАЗАТЬ	111568-V,111375-V,111572-V	
134450-V	РАСКРУЧИВАТЬ,РАСКРУТИТЬ	128607-V,107410-V,113825-V	
128596-V	ЗАЧАХНУТЬ,ЧАХНУТЬ,РАЗВАЛИТЬСЯ,РАЗВАЛИВАТЬСЯ,ПРОГНИТЬ,ПРОГНИВАТЬ,ЗАГНИТЬ,ЗАГНИВАТЬ	118045-V,118046-V,106633-V	полное расстройство, упадок, разлад
128596-V	ЗАЧАХНУТЬ,ЧАХНУТЬ,РАЗВАЛИТЬСЯ,РАЗВАЛИВАТЬСЯ,ПРОГНИТЬ,ПРОГНИВАТЬ,ЗАГНИТЬ,ЗАГНИВАТЬ	140636-V,130453-V	полное расстройство, упадок, разлад
117062-V	СЪЕЗЖАТЬ,СЪЕХАТЬ	117195-V,106889-V	в процессе езды сворачивать в сторону
129209-V	СТАБИЛИЗИРОВАТЬ,ЗАСТАБИЛИЗИРОВАТЬ,СТАБИЛИЗОВАТЬ	129710-V,106817-V,110474-V	приведение чего-либо в устойчивое состояние; состояние устойчивости, постоянства
131357-V	МУТИТЬ,ОДУРМАНИТЬ,ДУРМАНИТЬ,ЗАМУТИТЬ,ТУМАНИТЬ,ПОМУТИТЬ,ОДУРЯТЬ,ЗАТУМАНИВАТЬ,ЗАТУМАНИТЬ	129710-V,106817-V,110474-V	делать неясным, смутным, помрачать, туманить (''мысли, сознание, чувства'')
136200-V	ВОСКРЕСИТЬ,ВОСКРЕШАТЬ,ОЖИВИТЬ,ОЖИВЛЯТЬ	129710-V,106817-V,110474-V	в религиозно-мистических представлениях: возвратить умершего к жизни; оживить
140715-V	БАЛАНСИРОВАТЬСЯ,УРАВНОВЕСИТЬ,УРАВНОВЕШИВАТЬ,СБАЛАНСИРОВАТЬ	129710-V,106817-V,110474-V	делать одинаковым по весу; приводить в равновесие
140726-V	ПОГРУЖАТЬ,ПОГРУЗИТЬ	129710-V,106817-V,110474-V	
154340-V	ОСВОБОЖДАТЬСЯ,ОСВОБОЖДАТЬ,ОСВОБОДИТЬ	129710-V,106817-V,110474-V	
149941-V	ОСЛОЖНЯТЬ,ОСЛОЖНИТЬ	106634-V,106631-V	делать тяжелее; усиливать (болезнь и т. п.)
132188-V	ЛОМИТЬСЯ	117769-V,106714-V,119928-V	
149365-V	ОТТЕСНЯТЬ,ОТТЕСНЯТЬСЯ,ПОТЕСНИТЬ,ОТОДВИНУТЬ,ОТОДВИГАТЬСЯ,ОТОДВИГАТЬ,ЗАСЛОНЯТЬ,ЗАСЛОНИТЬ,ВЫТЕСНЯТЬ,ОТТЕСНИТЬ,ВЫТЕСНИТЬ,ОТОДВИНУТЬСЯ	118310-V,121163-V	оттеснить на задний план, вытеснить, сделать менее заметным, значимым и т. п.
149365-V	ОТТЕСНЯТЬ,ОТТЕСНЯТЬСЯ,ПОТЕСНИТЬ,ОТОДВИНУТЬ,ОТОДВИГАТЬСЯ,ОТОДВИГАТЬ,ЗАСЛОНЯТЬ,ЗАСЛОНИТЬ,ВЫТЕСНЯТЬ,ОТТЕСНИТЬ,ВЫТЕСНИТЬ,ОТОДВИНУТЬСЯ	123829-V,106817-V	оттеснить на задний план, вытеснить, сделать менее заметным, значимым и т. п.
112065-V	РАСКРОШИТЬ,КРОШИТЬ,ПОКРОШИТЬ,ИСКРОШИТЬ,НАКРОШИТЬ	111776-V,111775-V,107410-V	
1696-V	ЭКСПОРТИРОВАТЬ	148420-V,144027-V	вывоз товаров из страны в целях их продажи или использования в других странах
1696-V	ЭКСПОРТИРОВАТЬ	1026-V,106501-V	вывоз товаров из страны в целях их продажи или использования в других странах
1696-V	ЭКСПОРТИРОВАТЬ	118819-V,110908-V	вывоз товаров из страны в целях их продажи или использования в других странах
119701-V	ДИЧИТЬСЯ	119702-V,118449-V	стесняться кого-либо, быть необщительным с кем-либо
119701-V	ДИЧИТЬСЯ	118302-V,116921-V	стесняться кого-либо, быть необщительным с кем-либо
115571-V	ВИТАМИНИЗИРОВАТЬ	115570-V,111983-V,139819-V	
127198-V	ОБЗВОНИТЬ,ОБЗВАНИВАТЬ	8051-V,154250-V,106781-V	
150689-V	ПОДКОВЫРНУТЬ,ПОДКОВЫРИВАТЬ,ПОДКАЛЫВАТЬ,ПОДДЕТЬ,ПОДДЕВАТЬ,КОЛЬНУТЬ,КОЛОТЬ,УКОЛОТЬ,ПОДКОЛОТЬ,УКАЛЫВАТЬ	115889-V,115208-V,115890-V	съязвить, отпустить ироничное замечание в чей-нибудь адрес
150689-V	ПОДКОВЫРНУТЬ,ПОДКОВЫРИВАТЬ,ПОДКАЛЫВАТЬ,ПОДДЕТЬ,ПОДДЕВАТЬ,КОЛЬНУТЬ,КОЛОТЬ,УКОЛОТЬ,ПОДКОЛОТЬ,УКАЛЫВАТЬ	127537-V,107094-V	съязвить, отпустить ироничное замечание в чей-нибудь адрес
131598-V	ЗАСУЖИВАТЬ,ЗАСУДИТЬ	144155-V,144934-V	обвинив кого-либо по суду, приговорить к какому-либо сроку наказания, с помощью судебного преследования добиться наказания кого-либо
131598-V	ЗАСУЖИВАТЬ,ЗАСУДИТЬ	3496-V,106808-V	обвинив кого-либо по суду, приговорить к какому-либо сроку наказания, с помощью судебного преследования добиться наказания кого-либо
152523-V	ПРИСУЖДАТЬ,ПРИСУДИТЬ	144155-V,144934-V	судебным решением распоряжаться о передаче чего-либо кому-либо
138623-V	ОБДЕЛИТЬ,ОБДЕЛЯТЬ	137450-V,106935-V	
133689-V	ПЕРЕУЧИТЬ,ПЕРЕУЧИВАТЬ	130168-V,111885-V,130167-V	
3459-V	КОРРОДИРОВАТЬ	117072-V,111951-V,111369-V	
3459-V	КОРРОДИРОВАТЬ	106950-V,106785-V,106631-V,106632-V	
121301-V	РАСТОЛКАТЬ,РАСТАЛКИВАТЬ	114460-V,106817-V,106665-V	
140443-V	СОКРУШИТЬ,СОКРУШАТЬ	129716-V,129715-V,129710-V	
116395-V	ОТВЕРНУТЬ,ОТВЕРТЕТЬ,ОТВЕРТЫВАТЬ,ОТВОРАЧИВАТЬ	110824-V,137195-V	
5181-V	РЕПАТРИИРОВАТЬ,РЕПАТРИИРОВАТЬСЯ	135352-V,121552-V,602-V	возвращение на родину эмигрантов с восстановлением в правах гражданства
123830-V	ОТОРВАТЬ,ОТРЫВАТЬ	123829-V,106817-V	отвлекать
131901-V	КАЧАТЬ,ПОКАЧАТЬ	113770-V,111022-V	выражать крайнюю степень одобрения, восхищения кем-либо, подбрасывая его в воздух на руках усилиями группы людей
130169-V	ПЕРЕВАРИВАТЬ,ВПИТЫВАТЬ,ПЕРЕВАРИТЬ,ВПИТАТЬ	130167-V,111885-V,106709-V,106678-V	об информации - усваивать, воспринимать, обдумывать
137196-V	НАХВАТАТЬ,НАХВАТАТЬСЯ	130167-V,111885-V,106709-V,106678-V	
114753-V	РЕДАКТИРОВАТЬ	106607-V,145757-V	
115555-V	ПРЕДСЕДАТЕЛЬСТВОВАТЬ	106607-V,145757-V	
116961-V	ДИРИЖИРОВАТЬ,ПРОДИРИЖИРОВАТЬ	106607-V,145757-V	руководить оркестром или хором, исполняющим музыкальную пьесу, преимущественно при помощи движения руки
116981-V	РЕЖИССИРОВАТЬ,СРЕЖИССИРОВАТЬ	106607-V,145757-V	
117823-V	ПОКОМАНДОВАТЬ,КОМАНДОВАТЬ	106607-V,145757-V	
129757-V	ВОЗГЛАВЛЯТЬ,ВОЗГЛАВИТЬ,ПОВЕСТИ,ВЕСТИ	106607-V,145757-V	быть во главе чего-либо, руководить
129757-V	ВОЗГЛАВЛЯТЬ,ВОЗГЛАВИТЬ,ПОВЕСТИ,ВЕСТИ	107470-V,152910-V	быть во главе чего-либо, руководить
140841-V	ХОЗЯЙСТВОВАТЬ	106607-V,145757-V	заниматься хозяйственной деятельностью, руководить хозяйством
116441-V	ВДОХНОВИТЬ,ВДОХНОВЛЯТЬ	115103-V,115104-V	пробуждать или вызывать в ком-либо, чём-либо творческий подъём, прилив творческих сил
118190-V	НАКАТЫВАТЬ,УКАТАТЬСЯ,УКАТЫВАТЬСЯ,УКАТЫВАТЬ,НАКАТАТЬ,УКАТАТЬ	118191-V,117993-V	
118271-V	ПРИЧЕСАТЬСЯ,ПРИЧЕСЫВАТЬ,ПРИЧЕСЫВАТЬСЯ,РАСЧЕСАТЬ,РАСЧЕСЫВАТЬ,ПРИЧЕСАТЬ	118191-V,117993-V	обработать волосы расчёской или гребнем, распутывая, расправляя, приглаживая
119049-V	ОЧЕСАТЬ,ЧЕСАТЬ,ОЧЕСЫВАТЬ	118191-V,117993-V	каким-либо орудием или приспособлением (чесалкой, щёткой и т. п.) очищать от примесей, разравнивать.
119049-V	ОЧЕСАТЬ,ЧЕСАТЬ,ОЧЕСЫВАТЬ	107011-V,108870-V	каким-либо орудием или приспособлением (чесалкой, щёткой и т. п.) очищать от примесей, разравнивать.
129795-V	ВЗВОДИТЬ,ВЗВЕСТИ	117035-V,106631-V,119669-V	
117746-V	ХИХИКНУТЬ,ХИХИКАТЬ,ЗАХИХИКАТЬ,ПОХИХИКИВАТЬ,ПОХИХИКАТЬ	114089-V,107093-V	
143196-V	НАТАЛКИВАТЬ,НАТОЛКНУТЬ,ПОДКИДЫВАТЬ,ПОДКИНУТЬ	106879-V,106876-V	
143196-V	НАТАЛКИВАТЬ,НАТОЛКНУТЬ,ПОДКИДЫВАТЬ,ПОДКИНУТЬ	149898-V,110474-V	
118719-V	РАСТРЕСКАТЬСЯ,ТРЕСКАТЬСЯ,РАСТРЕСКИВАТЬСЯ,ПОТРЕСКАТЬСЯ	116440-V,120045-V	
145463-V	НАДЛАМЫВАТЬСЯ,НАДЛОМИТЬСЯ	116440-V,120045-V	
145463-V	НАДЛАМЫВАТЬСЯ,НАДЛОМИТЬСЯ	119903-V,120045-V,111994-V	
112015-V	УСУГУБИТЬ,УСУГУБЛЯТЬ	106636-V,106631-V,106640-V	увеличивать, усиливать, делать большим по силе или степени проявления чего-либо (обычно о чём-либо неприятном, плохом)
118018-V	ФОРСИРОВАТЬ	106636-V,106631-V,106640-V	заставлять развиваться, протекать убыстрённым темпом
118018-V	ФОРСИРОВАТЬ	112607-V,106640-V	заставлять развиваться, протекать убыстрённым темпом
124868-V	ПОДОГРЕВАТЬ,ПОДОГРЕТЬ	106636-V,106631-V,106640-V	приводить кого-либо в возбужденное, разгоряченное состояние
124868-V	ПОДОГРЕВАТЬ,ПОДОГРЕТЬ	115104-V,129710-V	приводить кого-либо в возбужденное, разгоряченное состояние
116134-V	ЗАВЕРЯТЬ,ЗАВЕРИТЬ,ЗАСВИДЕТЕЛЬСТВОВАТЬ	106999-V,106868-V	
142402-V	РАСПУСКАТЬ,РАСПУСТИТЬ	116471-V,107409-V	
142402-V	РАСПУСКАТЬ,РАСПУСТИТЬ	128638-V,128639-V	
119364-V	КУРИРОВАТЬ	106472-V,112905-V	
119364-V	КУРИРОВАТЬ	118780-V,3513-V	
123625-V	УСЛУЖИТЬ	106472-V,112905-V	действие, совершаемое в интересах другого, помощь
127635-V	ПОДЫГРАТЬ,ПОДЫГРЫВАТЬ	106472-V,112905-V	своей игрой, своими действиями помочь игре, действиям другого, облегчить игру, действия другого
116868-V	ГОЛОСИТЬ,ЗАГОЛОСИТЬ	107196-V,120904-V,110719-V	
116868-V	ГОЛОСИТЬ,ЗАГОЛОСИТЬ	107104-V,107093-V	
117368-V	ОПЛАКИВАТЬ,ОПЛАКАТЬ	107196-V,120904-V,110719-V	
117368-V	ОПЛАКИВАТЬ,ОПЛАКАТЬ	117366-V,117367-V	
118861-V	ПРОСЛЕЗИТЬСЯ	107196-V,120904-V,110719-V	
118861-V	ПРОСЛЕЗИТЬСЯ	117609-V,116921-V,118175-V	
123370-V	ВСПЛАКНУТЬ	107196-V,120904-V,110719-V	
5621-V	МАРОДЕРСТВОВАТЬ	5285-V,4131-V	
124921-V	ЗАБЛОКИРОВАТЬ,БЛОКИРОВАТЬ	120503-V,120502-V	прекращать работу, действие устройств, приборов
124921-V	ЗАБЛОКИРОВАТЬ,БЛОКИРОВАТЬ	115394-V,121959-V	прекращать работу, действие устройств, приборов
128597-V	РАЗВЕЗТИ,РАЗВОЗИТЬ	116392-V,115674-V	
128433-V	ПРОФАНИРОВАТЬ	116390-V,141697-V	искажать (исказить) невежественным, оскорбительным обращением, отношением
128433-V	ПРОФАНИРОВАТЬ	112817-V,106682-V	искажать (исказить) невежественным, оскорбительным обращением, отношением
119378-V	ТЯГОТИТЬ	118200-V,137783-V	
129551-V	НАВАЛИВАТЬСЯ,НАВАЛИТЬСЯ	118200-V,137783-V	
137717-V	ПЕРЕГРУЗИТЬ,ПЕРЕГРУЖАТЬСЯ,ПЕРЕГРУЖАТЬ	118200-V,137783-V	заставлять выполнять слишком много работы, чрезмерно обременять делами, заданиями и т. п.
128637-V	РАЗЖАТЬ,РАСЩЕМЛЯТЬ,РАЗЖИМАТЬ,РАСЩЕМИТЬ	128638-V,128639-V	
150071-V	АТТЕСТОВАТЬ,АТТЕСТОВАТЬСЯ,АТТЕСТОВЫВАТЬ	150070-V,111561-V,115033-V	
117660-V	ГАЗИРОВАТЬ	111435-V,110751-V	насыщение газом
136408-V	МИНЕРАЛИЗОВАТЬ	111435-V,110751-V	
144622-V	ПЕРЕНАСЫТИТЬ,ПЕРЕНАСЫЩАТЬ	111435-V,110751-V	
116923-V	БОРОНИТЬ,ВЗБОРОНИТЬ,БОРОНОВАТЬ,ЗАБОРОНОВАТЬ,ЗАБОРОНИТЬ,ВЗБОРОНОВАТЬ	115182-V,115184-V,151674-V	
